Customer_ID,Region,Brand,Product,SKU,Product_Size,Lead_Source,Call_Count,Call_Outcome,Units_Sold,Unit_Price_INR,Vendor,Vendor_Cost_INR,Operational_Cost_INR,Revenue_INR,Total_Product_Cost_INR,Estimated_Profit_INR
CUST10559,Telangana,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Referral,6,Interested,1,369,Vendor_D,178,229,369,178,-38
CUST10560,Telangana,Agrihomeo,Plant Immunity Mix,AG-PLA-11000,1L,Website,3,Not Interested,8,526,Vendor_B,581,279,4208,4648,-719
CUST10561,Kerala,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Distributor,6,Follow-up Required,13,803,Vendor_B,542,110,10439,7046,3283
CUST10562,Karnataka,Hovet,Poultry Growth Enhancer,HO-POU-500,500ml,Distributor,5,Converted,4,318,Vendor_B,130,169,1272,520,583
CUST10563,Haryana,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Website,2,Converted,16,445,Vendor_A,524,286,7120,8384,-1550
CUST10564,Karnataka,Hovet,Dairy Calcium Tonic,HO-DAI-500,500ml,Field Agent,6,Not Interested,19,313,Vendor_B,330,169,5947,6270,-492
CUST10565,Maharashtra,Hovet,Herbal Infection Control,HO-HER-100,100ml,Website,6,Converted,18,998,Vendor_D,493,141,17964,8874,8949
CUST10566,Kerala,Hovet,Dairy Calcium Tonic,HO-DAI-11000,1L,Farmer Call,2,Not Interested,3,285,Vendor_C,764,187,855,2292,-1624
CUST10567,Maharashtra,Hovet,Herbal Infection Control,HO-HER-500,500ml,Distributor,2,Not Interested,12,909,Vendor_A,691,75,10908,8292,2541
CUST10568,Maharashtra,Agrihomeo,Natural Pest Control,AG-NAT-100,100ml,Distributor,1,Not Interested,9,808,Vendor_C,205,128,7272,1845,5299
CUST10569,Tamil Nadu,Hovet,Udder Health Support,HO-UDD-250,250ml,Distributor,3,Follow-up Required,14,434,Vendor_D,582,162,6076,8148,-2234
CUST10570,Haryana,Hovet,Veterinary Liver Tonic,HO-VET-11000,1L,Referral,5,Not Interested,4,1006,Vendor_D,258,120,4024,1032,2872
CUST10571,Maharashtra,Hovet,Poultry Growth Enhancer,HO-POU-500,500ml,Field Agent,5,Follow-up Required,12,353,Vendor_C,754,60,4236,9048,-4872
CUST10572,Haryana,Hovet,Poultry Immunity Booster,HO-POU-250,250ml,Farmer Call,2,Follow-up Required,12,630,Vendor_B,528,247,7560,6336,977
CUST10573,Tamil Nadu,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Referral,6,Converted,19,642,Vendor_B,527,158,12198,10013,2027
CUST10574,Andhra Pradesh,Agrihomeo,Plant Immunity Mix,AG-PLA-11000,1L,Farmer Call,3,Not Interested,4,1081,Vendor_C,586,266,4324,2344,1714
CUST10575,Tamil Nadu,Agrihomeo,Natural Pest Control,AG-NAT-250,250ml,Farmer Call,5,Follow-up Required,4,534,Vendor_C,485,277,2136,1940,-81
CUST10576,Andhra Pradesh,Agrihomeo,Natural Pest Control,AG-NAT-250,250ml,Farmer Call,4,Interested,4,912,Vendor_D,142,141,3648,568,2939
CUST10577,Haryana,Hovet,Poultry Growth Enhancer,HO-POU-100,100ml,Distributor,6,Not Interested,11,1118,Vendor_C,332,106,12298,3652,8540
CUST10578,Tamil Nadu,Hovet,Dairy Calcium Tonic,HO-DAI-250,250ml,Field Agent,3,Not Interested,16,1111,Vendor_A,432,125,17776,6912,10739
CUST10579,Tamil Nadu,Agrihomeo,Natural Pest Control,AG-NAT-500,500ml,Website,3,Not Interested,15,222,Vendor_C,367,296,3330,5505,-2471
CUST10580,Tamil Nadu,Agrihomeo,Plant Immunity Mix,AG-PLA-250,250ml,Distributor,4,Not Interested,17,1107,Vendor_A,331,298,18819,5627,12894
CUST10581,Andhra Pradesh,Hovet,Herbal Infection Control,HO-HER-250,250ml,Distributor,6,Interested,1,782,Vendor_C,483,71,782,483,228
CUST10582,Punjab,Hovet,Poultry Growth Enhancer,HO-POU-11000,1L,Referral,4,Follow-up Required,8,252,Vendor_A,471,108,2016,3768,-1860
CUST10583,Punjab,Hovet,Poultry Immunity Booster,HO-POU-11000,1L,Referral,4,Not Interested,17,153,Vendor_C,96,93,2601,1632,876
CUST10584,Telangana,Hovet,Livestock Mineral Mix,HO-LIV-100,100ml,Field Agent,6,Interested,12,313,Vendor_C,489,173,3756,5868,-2285
CUST10585,Karnataka,Agrihomeo,Plant Immunity Mix,AG-PLA-500,500ml,Distributor,4,Interested,14,950,Vendor_B,460,84,13300,6440,6776
CUST10586,Maharashtra,Hovet,Poultry Immunity Booster,HO-POU-500,500ml,Referral,4,Interested,10,163,Vendor_C,171,176,1630,1710,-256
CUST10587,Maharashtra,Agrihomeo,Crop Booster,AG-CRO-100,100ml,Referral,3,Not Interested,7,855,Vendor_B,730,180,5985,5110,695
CUST10588,Tamil Nadu,Agrihomeo,Natural Pest Control,AG-NAT-500,500ml,Website,2,Not Interested,4,322,Vendor_C,483,124,1288,1932,-768
CUST10589,Punjab,Hovet,Udder Health Support,HO-UDD-250,250ml,Farmer Call,5,Converted,11,829,Vendor_B,660,246,9119,7260,1613
CUST10590,Telangana,Hovet,Herbal Infection Control,HO-HER-250,250ml,Field Agent,3,Not Interested,18,1083,Vendor_C,577,290,19494,10386,8818
CUST10591,Punjab,Hovet,Dairy Calcium Tonic,HO-DAI-500,500ml,Field Agent,4,Not Interested,4,235,Vendor_B,383,153,940,1532,-745
CUST10592,Telangana,Hovet,Veterinary Liver Tonic,HO-VET-500,500ml,Referral,1,Converted,2,581,Vendor_C,795,66,1162,1590,-494
CUST10593,Telangana,Hovet,Veterinary Liver Tonic,HO-VET-100,100ml,Field Agent,4,Interested,12,917,Vendor_C,563,140,11004,6756,4108
CUST10594,Maharashtra,Hovet,Animal Digestive Aid,HO-ANI-100,100ml,Referral,4,Follow-up Required,14,1077,Vendor_C,417,234,15078,5838,9006
CUST10595,Kerala,Agrihomeo,Crop Booster,AG-CRO-100,100ml,Field Agent,3,Not Interested,16,991,Vendor_D,555,254,15856,8880,6722
CUST10596,Punjab,Hovet,Livestock Mineral Mix,HO-LIV-500,500ml,Referral,3,Not Interested,8,429,Vendor_A,512,241,3432,4096,-905
CUST10597,Karnataka,Agrihomeo,Soil Health Tonic,AG-SOI-100,100ml,Field Agent,1,Interested,4,974,Vendor_B,634,108,3896,2536,1252
CUST10598,Karnataka,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Distributor,5,Follow-up Required,10,640,Vendor_D,409,284,6400,4090,2026
CUST10599,Telangana,Hovet,Dairy Calcium Tonic,HO-DAI-500,500ml,Field Agent,6,Converted,8,430,Vendor_D,549,228,3440,4392,-1180
CUST10600,Tamil Nadu,Agrihomeo,Plant Immunity Mix,AG-PLA-250,250ml,Farmer Call,6,Converted,17,197,Vendor_C,431,212,3349,7327,-4190
CUST10601,Maharashtra,Hovet,Veterinary Liver Tonic,HO-VET-500,500ml,Field Agent,6,Follow-up Required,4,341,Vendor_C,203,183,1364,812,369
CUST10602,Tamil Nadu,Agrihomeo,Natural Pest Control,AG-NAT-100,100ml,Field Agent,3,Not Interested,4,1186,Vendor_D,337,190,4744,1348,3206
CUST10603,Tamil Nadu,Hovet,Dairy Fertility Support,HO-DAI-100,100ml,Field Agent,3,Not Interested,7,639,Vendor_A,123,92,4473,861,3520
CUST10604,Telangana,Hovet,Poultry Growth Enhancer,HO-POU-250,250ml,Website,6,Not Interested,14,735,Vendor_D,94,251,10290,1316,8723
CUST10605,Telangana,Hovet,Dairy Fertility Support,HO-DAI-500,500ml,Website,3,Not Interested,12,841,Vendor_D,384,131,10092,4608,5353
CUST10606,Tamil Nadu,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Field Agent,2,Interested,18,468,Vendor_C,82,109,8424,1476,6839
CUST10607,Haryana,Hovet,Udder Health Support,HO-UDD-250,250ml,Distributor,2,Follow-up Required,1,236,Vendor_B,599,277,236,599,-640
CUST10608,Karnataka,Hovet,Dairy Fertility Support,HO-DAI-250,250ml,Referral,2,Not Interested,6,739,Vendor_D,323,256,4434,1938,2240
CUST10609,Andhra Pradesh,Hovet,Poultry Immunity Booster,HO-POU-100,100ml,Website,4,Interested,13,1003,Vendor_A,208,161,13039,2704,10174
CUST10610,Telangana,Agrihomeo,Natural Pest Control,AG-NAT-500,500ml,Distributor,2,Converted,18,987,Vendor_C,745,131,17766,13410,4225
CUST10611,Maharashtra,Hovet,Herbal Infection Control,HO-HER-11000,1L,Farmer Call,5,Converted,3,979,Vendor_C,599,188,2937,1797,952
CUST10612,Telangana,Hovet,Veterinary Liver Tonic,HO-VET-100,100ml,Referral,5,Not Interested,20,496,Vendor_D,542,71,9920,10840,-991
CUST10613,Karnataka,Hovet,Dairy Fertility Support,HO-DAI-100,100ml,Referral,6,Not Interested,10,527,Vendor_B,266,227,5270,2660,2383
CUST10614,Andhra Pradesh,Hovet,Dairy Calcium Tonic,HO-DAI-11000,1L,Referral,2,Not Interested,9,509,Vendor_C,396,300,4581,3564,717
CUST10615,Maharashtra,Hovet,Poultry Growth Enhancer,HO-POU-250,250ml,Distributor,1,Not Interested,10,1167,Vendor_B,377,168,11670,3770,7732
CUST10616,Tamil Nadu,Hovet,Livestock Mineral Mix,HO-LIV-100,100ml,Farmer Call,1,Not Interested,18,751,Vendor_D,82,159,13518,1476,11883
CUST10617,Punjab,Agrihomeo,Root Growth Enhancer,AG-ROO-11000,1L,Distributor,5,Follow-up Required,15,912,Vendor_D,416,93,13680,6240,7347
CUST10618,Kerala,Hovet,Veterinary Liver Tonic,HO-VET-250,250ml,Distributor,2,Not Interested,1,724,Vendor_D,421,248,724,421,55
CUST10619,Tamil Nadu,Hovet,Animal Digestive Aid,HO-ANI-11000,1L,Referral,1,Converted,9,488,Vendor_C,84,51,4392,756,3585
CUST10620,Tamil Nadu,Hovet,Poultry Growth Enhancer,HO-POU-11000,1L,Referral,3,Interested,20,227,Vendor_C,736,223,4540,14720,-10403
CUST10621,Telangana,Hovet,Poultry Immunity Booster,HO-POU-500,500ml,Distributor,5,Not Interested,9,302,Vendor_D,405,242,2718,3645,-1169
CUST10622,Maharashtra,Hovet,Poultry Growth Enhancer,HO-POU-100,100ml,Referral,4,Converted,11,1126,Vendor_C,703,82,12386,7733,4571
CUST10623,Kerala,Hovet,Dairy Calcium Tonic,HO-DAI-500,500ml,Referral,5,Not Interested,7,269,Vendor_B,240,125,1883,1680,78
CUST10624,Punjab,Hovet,Dairy Calcium Tonic,HO-DAI-100,100ml,Field Agent,5,Converted,13,524,Vendor_D,710,113,6812,9230,-2531
CUST10625,Haryana,Agrihomeo,Plant Immunity Mix,AG-PLA-100,100ml,Distributor,1,Follow-up Required,13,334,Vendor_D,254,189,4342,3302,851
CUST10626,Punjab,Agrihomeo,Plant Immunity Mix,AG-PLA-100,100ml,Distributor,3,Not Interested,5,371,Vendor_A,347,148,1855,1735,-28
CUST10627,Kerala,Hovet,Dairy Calcium Tonic,HO-DAI-11000,1L,Field Agent,4,Interested,17,331,Vendor_D,320,205,5627,5440,-18
CUST10628,Maharashtra,Hovet,Poultry Growth Enhancer,HO-POU-250,250ml,Referral,2,Not Interested,6,664,Vendor_D,701,134,3984,4206,-356
CUST10629,Andhra Pradesh,Agrihomeo,Root Growth Enhancer,AG-ROO-500,500ml,Distributor,6,Converted,6,462,Vendor_D,268,235,2772,1608,929
CUST10630,Haryana,Agrihomeo,Soil Health Tonic,AG-SOI-11000,1L,Farmer Call,4,Interested,10,906,Vendor_B,544,197,9060,5440,3423
CUST10631,Karnataka,Agrihomeo,Crop Booster,AG-CRO-100,100ml,Distributor,1,Follow-up Required,19,319,Vendor_A,781,108,6061,14839,-8886
CUST10632,Haryana,Hovet,Dairy Calcium Tonic,HO-DAI-11000,1L,Website,2,Not Interested,6,1172,Vendor_B,489,271,7032,2934,3827
CUST10633,Haryana,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Distributor,4,Interested,13,943,Vendor_C,506,100,12259,6578,5581
CUST10634,Andhra Pradesh,Agrihomeo,Natural Pest Control,AG-NAT-250,250ml,Field Agent,2,Converted,13,1136,Vendor_A,358,287,14768,4654,9827
CUST10635,Punjab,Agrihomeo,Soil Health Tonic,AG-SOI-250,250ml,Referral,6,Follow-up Required,9,321,Vendor_D,667,174,2889,6003,-3288
CUST10636,Punjab,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Farmer Call,3,Converted,18,260,Vendor_C,222,106,4680,3996,578
CUST10637,Tamil Nadu,Agrihomeo,Plant Immunity Mix,AG-PLA-100,100ml,Website,3,Converted,2,583,Vendor_A,411,124,1166,822,220
CUST10638,Kerala,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Field Agent,5,Interested,12,212,Vendor_D,675,60,2544,8100,-5616
CUST10639,Andhra Pradesh,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Farmer Call,2,Converted,5,261,Vendor_A,439,107,1305,2195,-997
CUST10640,Telangana,Agrihomeo,Natural Pest Control,AG-NAT-11000,1L,Field Agent,6,Follow-up Required,13,163,Vendor_D,250,139,2119,3250,-1270
CUST10641,Telangana,Agrihomeo,Crop Booster,AG-CRO-100,100ml,Referral,2,Converted,20,233,Vendor_A,619,124,4660,12380,-7844
CUST10642,Kerala,Hovet,Poultry Growth Enhancer,HO-POU-250,250ml,Referral,3,Follow-up Required,13,754,Vendor_A,582,266,9802,7566,1970
CUST10643,Maharashtra,Hovet,Dairy Fertility Support,HO-DAI-100,100ml,Farmer Call,5,Interested,2,406,Vendor_D,691,267,812,1382,-837
CUST10644,Haryana,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Field Agent,1,Interested,14,372,Vendor_C,604,228,5208,8456,-3476
CUST10645,Karnataka,Agrihomeo,Soil Health Tonic,AG-SOI-100,100ml,Website,4,Follow-up Required,9,791,Vendor_D,466,122,7119,4194,2803
CUST10646,Karnataka,Hovet,Herbal Infection Control,HO-HER-100,100ml,Farmer Call,1,Not Interested,11,907,Vendor_C,497,144,9977,5467,4366
CUST10647,Karnataka,Hovet,Dairy Fertility Support,HO-DAI-11000,1L,Field Agent,5,Converted,11,853,Vendor_C,590,294,9383,6490,2599
CUST10648,Haryana,Agrihomeo,Soil Health Tonic,AG-SOI-100,100ml,Website,1,Converted,11,811,Vendor_C,493,257,8921,5423,3241
CUST10649,Karnataka,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Farmer Call,1,Follow-up Required,6,195,Vendor_B,359,85,1170,2154,-1069
CUST10650,Tamil Nadu,Agrihomeo,Natural Pest Control,AG-NAT-11000,1L,Referral,1,Not Interested,8,1185,Vendor_B,341,287,9480,2728,6465
CUST10651,Andhra Pradesh,Hovet,Poultry Immunity Booster,HO-POU-500,500ml,Distributor,1,Not Interested,20,616,Vendor_D,339,299,12320,6780,5241
CUST10652,Maharashtra,Agrihomeo,Natural Pest Control,AG-NAT-100,100ml,Field Agent,1,Follow-up Required,15,1083,Vendor_B,744,93,16245,11160,4992
CUST10653,Haryana,Hovet,Livestock Mineral Mix,HO-LIV-250,250ml,Distributor,1,Converted,2,529,Vendor_D,759,93,1058,1518,-553
CUST10654,Maharashtra,Hovet,Poultry Immunity Booster,HO-POU-500,500ml,Distributor,6,Interested,8,894,Vendor_A,721,117,7152,5768,1267
CUST10655,Tamil Nadu,Agrihomeo,Crop Booster,AG-CRO-500,500ml,Farmer Call,4,Interested,7,487,Vendor_B,94,263,3409,658,2488
CUST10656,Telangana,Hovet,Udder Health Support,HO-UDD-250,250ml,Website,3,Interested,20,318,Vendor_A,441,221,6360,8820,-2681
CUST10657,Tamil Nadu,Agrihomeo,Root Growth Enhancer,AG-ROO-500,500ml,Field Agent,4,Converted,18,499,Vendor_B,112,57,8982,2016,6909
CUST10658,Maharashtra,Hovet,Animal Digestive Aid,HO-ANI-11000,1L,Farmer Call,1,Follow-up Required,1,1198,Vendor_C,173,277,1198,173,748
CUST10659,Maharashtra,Agrihomeo,Soil Health Tonic,AG-SOI-100,100ml,Farmer Call,3,Interested,17,1005,Vendor_C,643,155,17085,10931,5999
CUST10660,Tamil Nadu,Agrihomeo,Soil Health Tonic,AG-SOI-250,250ml,Field Agent,5,Converted,10,328,Vendor_B,275,56,3280,2750,474
CUST10661,Tamil Nadu,Hovet,Poultry Growth Enhancer,HO-POU-100,100ml,Referral,4,Interested,9,298,Vendor_D,563,119,2682,5067,-2504
CUST10662,Telangana,Agrihomeo,Plant Immunity Mix,AG-PLA-11000,1L,Farmer Call,4,Follow-up Required,9,701,Vendor_D,440,95,6309,3960,2254
CUST10663,Karnataka,Hovet,Poultry Immunity Booster,HO-POU-100,100ml,Farmer Call,3,Not Interested,16,261,Vendor_B,667,199,4176,10672,-6695
CUST10664,Haryana,Hovet,Dairy Calcium Tonic,HO-DAI-250,250ml,Website,4,Not Interested,18,427,Vendor_A,349,226,7686,6282,1178
CUST10665,Kerala,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Distributor,4,Converted,9,476,Vendor_D,305,94,4284,2745,1445
CUST10666,Maharashtra,Hovet,Livestock Mineral Mix,HO-LIV-100,100ml,Field Agent,3,Follow-up Required,19,430,Vendor_B,773,128,8170,14687,-6645
CUST10667,Andhra Pradesh,Agrihomeo,Soil Health Tonic,AG-SOI-11000,1L,Field Agent,5,Follow-up Required,13,717,Vendor_C,364,208,9321,4732,4381
CUST10668,Karnataka,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Farmer Call,4,Follow-up Required,5,344,Vendor_D,545,289,1720,2725,-1294
CUST10669,Haryana,Agrihomeo,Plant Immunity Mix,AG-PLA-500,500ml,Referral,4,Interested,13,743,Vendor_A,147,169,9659,1911,7579
CUST10670,Punjab,Agrihomeo,Root Growth Enhancer,AG-ROO-500,500ml,Field Agent,2,Not Interested,16,894,Vendor_B,467,165,14304,7472,6667
CUST10671,Punjab,Agrihomeo,Root Growth Enhancer,AG-ROO-100,100ml,Distributor,4,Follow-up Required,13,392,Vendor_D,186,83,5096,2418,2595
CUST10672,Maharashtra,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Website,3,Not Interested,10,432,Vendor_A,580,96,4320,5800,-1576
CUST10673,Haryana,Hovet,Livestock Mineral Mix,HO-LIV-100,100ml,Field Agent,6,Follow-up Required,11,778,Vendor_D,195,96,8558,2145,6317
CUST10674,Haryana,Agrihomeo,Soil Health Tonic,AG-SOI-11000,1L,Referral,5,Interested,13,1043,Vendor_C,128,225,13559,1664,11670
CUST10675,Punjab,Agrihomeo,Plant Immunity Mix,AG-PLA-100,100ml,Referral,3,Not Interested,15,566,Vendor_C,637,115,8490,9555,-1180
CUST10676,Karnataka,Hovet,Dairy Fertility Support,HO-DAI-11000,1L,Field Agent,1,Interested,3,1157,Vendor_B,671,104,3471,2013,1354
CUST10677,Tamil Nadu,Agrihomeo,Natural Pest Control,AG-NAT-11000,1L,Website,5,Converted,6,924,Vendor_C,140,86,5544,840,4618
CUST10678,Maharashtra,Agrihomeo,Natural Pest Control,AG-NAT-500,500ml,Farmer Call,6,Not Interested,4,902,Vendor_D,610,181,3608,2440,987
CUST10679,Haryana,Hovet,Udder Health Support,HO-UDD-100,100ml,Distributor,1,Follow-up Required,13,790,Vendor_B,267,203,10270,3471,6596
CUST10680,Andhra Pradesh,Hovet,Animal Stress Relief,HO-ANI-250,250ml,Field Agent,6,Interested,9,930,Vendor_C,459,243,8370,4131,3996
CUST10681,Haryana,Hovet,Udder Health Support,HO-UDD-100,100ml,Distributor,2,Interested,12,714,Vendor_D,699,270,8568,8388,-90
CUST10682,Maharashtra,Agrihomeo,Root Growth Enhancer,AG-ROO-11000,1L,Website,3,Converted,16,1169,Vendor_B,763,120,18704,12208,6376
CUST10683,Tamil Nadu,Agrihomeo,Soil Health Tonic,AG-SOI-11000,1L,Referral,3,Interested,18,1104,Vendor_C,405,166,19872,7290,12416
CUST10684,Telangana,Agrihomeo,Plant Immunity Mix,AG-PLA-250,250ml,Farmer Call,1,Follow-up Required,14,1015,Vendor_A,209,249,14210,2926,11035
CUST10685,Haryana,Agrihomeo,Natural Pest Control,AG-NAT-250,250ml,Distributor,2,Not Interested,1,334,Vendor_B,303,207,334,303,-176
CUST10686,Tamil Nadu,Hovet,Udder Health Support,HO-UDD-250,250ml,Referral,3,Converted,12,838,Vendor_B,531,234,10056,6372,3450
CUST10687,Haryana,Hovet,Herbal Infection Control,HO-HER-250,250ml,Referral,4,Not Interested,20,1005,Vendor_A,659,212,20100,13180,6708
CUST10688,Telangana,Hovet,Herbal Infection Control,HO-HER-11000,1L,Field Agent,4,Converted,13,1122,Vendor_D,587,276,14586,7631,6679
CUST10689,Tamil Nadu,Agrihomeo,Plant Immunity Mix,AG-PLA-500,500ml,Farmer Call,4,Interested,19,868,Vendor_D,318,80,16492,6042,10370
CUST10690,Tamil Nadu,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Field Agent,2,Interested,20,283,Vendor_B,101,131,5660,2020,3509
CUST10691,Punjab,Hovet,Veterinary Liver Tonic,HO-VET-100,100ml,Field Agent,2,Interested,4,300,Vendor_D,446,256,1200,1784,-840
CUST10692,Maharashtra,Agrihomeo,Plant Immunity Mix,AG-PLA-500,500ml,Field Agent,3,Not Interested,9,839,Vendor_D,182,202,7551,1638,5711
CUST10693,Andhra Pradesh,Hovet,Animal Stress Relief,HO-ANI-100,100ml,Referral,3,Follow-up Required,19,294,Vendor_B,505,118,5586,9595,-4127
CUST10694,Telangana,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Distributor,3,Interested,10,1048,Vendor_A,132,117,10480,1320,9043
CUST10695,Andhra Pradesh,Agrihomeo,Natural Pest Control,AG-NAT-11000,1L,Field Agent,4,Interested,15,573,Vendor_D,734,285,8595,11010,-2700
CUST10696,Punjab,Agrihomeo,Crop Booster,AG-CRO-250,250ml,Field Agent,2,Not Interested,15,727,Vendor_C,370,228,10905,5550,5127
CUST10697,Karnataka,Agrihomeo,Soil Health Tonic,AG-SOI-100,100ml,Website,5,Converted,7,996,Vendor_C,313,229,6972,2191,4552
CUST10698,Karnataka,Agrihomeo,Soil Health Tonic,AG-SOI-100,100ml,Field Agent,6,Not Interested,10,509,Vendor_B,143,228,5090,1430,3432
CUST10699,Andhra Pradesh,Hovet,Poultry Growth Enhancer,HO-POU-11000,1L,Website,6,Follow-up Required,6,372,Vendor_B,614,60,2232,3684,-1512
CUST10700,Andhra Pradesh,Hovet,Animal Stress Relief,HO-ANI-250,250ml,Referral,5,Follow-up Required,7,828,Vendor_B,191,278,5796,1337,4181
CUST10701,Maharashtra,Hovet,Dairy Fertility Support,HO-DAI-250,250ml,Farmer Call,5,Follow-up Required,16,785,Vendor_A,256,131,12560,4096,8333
CUST10702,Telangana,Agrihomeo,Crop Booster,AG-CRO-500,500ml,Referral,6,Follow-up Required,19,248,Vendor_B,638,273,4712,12122,-7683
CUST10703,Andhra Pradesh,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Field Agent,6,Follow-up Required,7,386,Vendor_D,657,147,2702,4599,-2044
CUST10704,Maharashtra,Agrihomeo,Plant Immunity Mix,AG-PLA-11000,1L,Referral,2,Follow-up Required,9,692,Vendor_D,761,177,6228,6849,-798
CUST10705,Haryana,Agrihomeo,Plant Immunity Mix,AG-PLA-500,500ml,Distributor,3,Converted,11,1105,Vendor_B,727,206,12155,7997,3952
CUST10706,Andhra Pradesh,Hovet,Dairy Fertility Support,HO-DAI-250,250ml,Referral,4,Not Interested,2,854,Vendor_C,547,175,1708,1094,439
CUST10707,Andhra Pradesh,Hovet,Poultry Growth Enhancer,HO-POU-250,250ml,Farmer Call,1,Interested,12,1102,Vendor_C,460,195,13224,5520,7509
CUST10708,Andhra Pradesh,Hovet,Animal Stress Relief,HO-ANI-11000,1L,Farmer Call,2,Follow-up Required,13,392,Vendor_C,148,72,5096,1924,3100
CUST10709,Kerala,Hovet,Udder Health Support,HO-UDD-250,250ml,Referral,3,Follow-up Required,10,418,Vendor_D,188,277,4180,1880,2023
CUST10710,Tamil Nadu,Hovet,Animal Stress Relief,HO-ANI-500,500ml,Referral,6,Interested,7,212,Vendor_A,501,123,1484,3507,-2146
CUST10711,Andhra Pradesh,Agrihomeo,Crop Booster,AG-CRO-100,100ml,Referral,3,Follow-up Required,15,1008,Vendor_B,413,142,15120,6195,8783
CUST10712,Maharashtra,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Referral,5,Converted,1,272,Vendor_C,270,276,272,270,-274
CUST10713,Kerala,Hovet,Livestock Mineral Mix,HO-LIV-500,500ml,Farmer Call,5,Converted,20,574,Vendor_C,540,190,11480,10800,490
CUST10714,Punjab,Agrihomeo,Crop Booster,AG-CRO-500,500ml,Website,6,Follow-up Required,4,253,Vendor_D,159,188,1012,636,188
CUST10715,Telangana,Hovet,Animal Stress Relief,HO-ANI-100,100ml,Farmer Call,6,Not Interested,12,1051,Vendor_C,579,273,12612,6948,5391
CUST10716,Haryana,Hovet,Dairy Fertility Support,HO-DAI-11000,1L,Distributor,4,Converted,3,609,Vendor_D,780,216,1827,2340,-729
CUST10717,Haryana,Agrihomeo,Soil Health Tonic,AG-SOI-250,250ml,Website,5,Not Interested,13,597,Vendor_C,217,209,7761,2821,4731
CUST10718,Andhra Pradesh,Hovet,Dairy Fertility Support,HO-DAI-500,500ml,Field Agent,1,Follow-up Required,5,177,Vendor_C,495,168,885,2475,-1758
CUST10719,Punjab,Agrihomeo,Crop Booster,AG-CRO-250,250ml,Website,1,Not Interested,20,684,Vendor_C,451,278,13680,9020,4382
CUST10720,Haryana,Hovet,Livestock Mineral Mix,HO-LIV-500,500ml,Farmer Call,5,Converted,10,327,Vendor_A,562,96,3270,5620,-2446
CUST10721,Telangana,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Referral,1,Follow-up Required,4,945,Vendor_A,119,289,3780,476,3015
CUST10722,Punjab,Agrihomeo,Natural Pest Control,AG-NAT-250,250ml,Distributor,6,Follow-up Required,18,897,Vendor_C,539,63,16146,9702,6381
CUST10723,Punjab,Hovet,Dairy Calcium Tonic,HO-DAI-100,100ml,Website,1,Not Interested,13,875,Vendor_B,530,85,11375,6890,4400
CUST10724,Telangana,Hovet,Poultry Immunity Booster,HO-POU-250,250ml,Referral,2,Follow-up Required,20,1057,Vendor_C,699,108,21140,13980,7052
CUST10725,Punjab,Hovet,Udder Health Support,HO-UDD-11000,1L,Referral,1,Converted,11,825,Vendor_B,160,249,9075,1760,7066
CUST10726,Maharashtra,Hovet,Livestock Mineral Mix,HO-LIV-500,500ml,Field Agent,4,Interested,12,1034,Vendor_C,530,94,12408,6360,5954
CUST10727,Andhra Pradesh,Hovet,Herbal Infection Control,HO-HER-500,500ml,Farmer Call,2,Converted,7,568,Vendor_A,228,175,3976,1596,2205
CUST10728,Kerala,Hovet,Animal Digestive Aid,HO-ANI-500,500ml,Field Agent,6,Interested,1,278,Vendor_C,157,143,278,157,-22
CUST10729,Punjab,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Farmer Call,1,Interested,8,518,Vendor_A,232,174,4144,1856,2114
CUST10730,Andhra Pradesh,Hovet,Dairy Fertility Support,HO-DAI-250,250ml,Website,5,Interested,17,161,Vendor_A,357,214,2737,6069,-3546
CUST10731,Punjab,Hovet,Animal Stress Relief,HO-ANI-250,250ml,Farmer Call,6,Converted,2,957,Vendor_A,270,125,1914,540,1249
CUST10732,Karnataka,Hovet,Veterinary Liver Tonic,HO-VET-500,500ml,Field Agent,3,Interested,6,156,Vendor_D,195,57,936,1170,-291
CUST10733,Telangana,Hovet,Animal Digestive Aid,HO-ANI-11000,1L,Field Agent,2,Interested,17,360,Vendor_D,402,64,6120,6834,-778
